标题,小区,房厅,面积,朝向,楼层,年份,位置,总价(万),单价(元/平方米)
售后公房一梯两户，内环内高 性 价 比，满五名下一套,苗圃路138弄 ,2室1厅,84.93平米,南 西北,6,1996,洋泾,600,70
公园景观房，大两房南北通户型，宰相楼层，生活配套全,幸福小镇 ,2室2厅,89.7平米,南,5,2005,高行,535,59
电梯房，中高楼层，步行到地铁八min，税费少 诚心卖,茂兴大厦 ,2室1厅,81.69平米,南,24,1995,塘桥,660,80
近18号线，2003年品质小区，中楼层，户型好，不靠路,莲怡苑 ,2室2厅,83.05平米,南,6,2003,北蔡,638,76
一手动迁税费低，精装修，户型正气，得房率高,鹏宏苑 ,2室2厅,89.91平米,南,6,2009,北蔡,580,64
世茂云图，高标准装修交付，有产权车位，诚意出售,世茂云图 ,3室2厅,85.23平米,南,16,2017,康桥,680,79
位置安静+买进价很高税费少+楼梯2楼+诚意出售,新里城和合苑 ,2室1厅,71.99平米,南,6,1999,杨思前滩,565,78
电梯中高区，南北户型，看房方便,三林世博家园(东书房路390弄) ,2室2厅,85.46平米,南,22,2006,杨思前滩,550,64
近地铁300米，楼下正常三房楼上还有房间卫生间大露台,河滨城市花园 ,4室2厅,88.31平米,南,6,2006,曹路,600,67
此房税费少，近一线滨江，交通方便,仁恒广场 ,2室2厅,88.86平米,南,18,1994,塘桥,660,74
满五仅一套 业主诚售 格局楼层好 采光充足 有阁楼,嘉屯苑 ,3室1厅,87.65平米,南,6,2001,金桥,540,61
2001年纯商品房，户型正气，南北户型，采光好,金桥好人家 ,2室2厅,89.58平米,南,6,2001,金桥,605,67
内环公园旁，近地铁，中间位置，楼层位置佳，精装两房,花木苑 ,2室2厅,76.26平米,南 北,6,2000,花木,710,93
业主诚心出售，精装满五税费低，小区居住舒适,始信北苑 ,2室2厅,79.85平米,南 北,6,2003,金杨,718,89
阳光城市家园 09年小区 12号线地铁 诚意出售,阳光城市家园 ,2室2厅,81.89平米,南,17,2009,金桥,610,74
价格美丽，前滩南三林次新房 精装修拎包入住,中海御景熙岸(公寓) ,3室1厅,82.4平米,南 北,18,2011,三林,505,61
上实南校，电梯中层，满五无个税，不靠路全南，近地铁,金禾新苑 ,2室1厅,81.71平米,南 北,14,2006,三林,666,81
御桥花园精装修电梯一改2户型，楼层采光好，拎包入住,御桥花园 ,2室1厅,81.78平米,东南,14,2005,御桥,540,66
新明大楼 2室1厅 南,新明大楼 ,2室1厅,71.4平米,南,18,1993,潍坊,700,98
一手动迁没有增值税 13号线地铁口 市区客户刚需的选择,大华锦绣华城(四街区) ,2室1厅,83.2平米,南 北,6,2010,北蔡,680,81
精装修板式户型 南北通透 采光无遮挡 一梯两户 近地铁,齐锦苑 ,2室2厅,80.69平米,南 北,6,2009,世博,690,85
新上房源+精装自住+诚意出售+价格可以谈,保利金爵公寓 ,2室2厅,89.64平米,南,14,2009,唐镇,565,63
三林板块+近地铁+动迁税费低+采光好+近商场,金禾新苑 ,2室1厅,72平米,南,11,2006,三林,570,79
前滩八号线 低总价三房 楼层佳位置好 随时看房,华夏小区 ,3室1厅,85.12平米,南,5,1995,杨思前滩,520,61
"一梯两户，满五，双轨交汇,税少",新世纪花苑(二期)(浦东) ,2室2厅,84.07平米,南,7,1996,世博,620,73
满五且V一，一手动迁，南北通户型，小区央位,鹏宏苑 ,2室1厅,89.12平米,南,6,2009,北蔡,620,69
杨思前滩板块-09年商品房-内中环板式两房-公园旁,吉利名苑 ,2室1厅,76.74平米,南,6,2009,杨思前滩,699,91
一手动迁满五年，位置好，户型好，税费少,栖山家园 ,2室1厅,76.41平米,南,6,2004,金杨,690,90
"诚意出售,视野宽阔,采光充足,交通便利，精装满五",浦江东旭公寓(669弄1-109号) ,2室2厅,80.67平米,南,7,2006,高行,535,66
房龄新视野好都是不错的，大两房，原始动迁，看房随时,宝佳苑 ,2室1厅,88.17平米,东 南,27,2018,高行,500,56
南北户型 格局楼层好采光充足交通便利,新高苑(二期) ,2室2厅,88.28平米,南 北,11,2008,高行,529,59
内环内+陆家嘴滨江+电梯洋房带花园+少税+精装诚心出售,众盛公寓 ,3室2厅,89.65平米,南,7,1997,陆家嘴,710,79
一梯两户，二楼，采光无遮挡，南北直通，通风效果好,黄山始信苑 ,2室2厅,70.36平米,南,6,1998,金杨,660,93
张江镇繁华地段，经典两房，户型方正，南北通透,古桐公寓 ,2室1厅,81.87平米,南 北,6,1999,张江,545,66
满五 自主保养好 南北户型  一梯二户 公园和地铁门口,张杨南苑 ,2室1厅,70平米,南,6,1995,洋泾,635,90
店长推荐⭐️双轨地铁口低单价电梯房！拎包入住！,蓝高小区 ,2室1厅,80.16平米,南,18,1993,塘桥,545,67
值得一看 小洋房带15平大露台 中间位置 满五年V一,万科金色雅筑 ,2室2厅,70.38平米,南 北,5,2008,三林,720,102
新上双地铁口大三房+双南大卧+通透采光佳+阁楼,御桥花园 ,3室1厅,78.79平米,南 北,6,1996,御桥,590,74
东靖路地铁口小三房高区景观楼层位置优越诚意出售,浦江东旭公寓(669弄1-109号) ,3室1厅,88.24平米,南,7,2007,高行,538,60
双轨精装修 中 央空调 暖气 拎包入住 满五一,文化馨苑 ,2室2厅,76.24平米,南,6,2004,北蔡,594,77
小户型  低总价  高层景观  18号地铁口,繁荣华庭 ,1室2厅,74.88平米,南,15,2016,周浦,509,67
南北通两房，近万达，带露台25平，二期wei1一套,沈默花苑 ,2室1厅,78.32平米,南 北,6,2011,周浦,530,67
8+13号双线 一手动迁税费少 电梯高区视野佳 看房随时,东方悦居 ,2室1厅,72平米,南,18,2008,杨思前滩,615,85
此房满五，安静位置，单价低，2梯3户，龙湖物业,第五大道 ,1室1厅,75.21平米,南,15,2003,洋泾,800,106
双南两房 全明户型 精装修 非顶楼 6+14号线 采光好,金樟花苑 ,2室1厅,78.36平米,南,6,1996,金杨,586,74
交通便利 满五年 中间楼层 户型方正 采光充足,培花七村 ,3室1厅,87.55平米,南,6,1996,北蔡,569,64
电梯房双南两室一厅采光佳 业主诚意出售,光辉小区 ,2室1厅,82.56平米,南,16,1990,梅园,800,96
7号线地铁 双南两房 地铁步行可达 采光无遮挡 视野好,由由七村 ,2室1厅,83.41平米,南,6,1995,北蔡,535,64
前滩南板块三林地铁，次新商品房，业主卖房出国,绿地香颂(浦东)(公寓) ,2室1厅,86.67平米,南,16,2011,三林,563,64
9号线 芳甸路 6号线 北洋泾路 旭辉LCM 羽山乐坊 进才,崮山小区二街坊 ,2室1厅,70平米,南 北,6,1999,洋泾,628,89
新上好房！一梯两户，近地铁的电梯房，急售！急售！,樟盛苑 ,3室1厅,89.78平米,南,14,2012,张江,515,57
一梯两户，非底楼，户型正气采光通风好，业主诚意出售,金桥新村四街坊 ,3室1厅,75.19平米,南,6,1997,金桥,548,72
金色中环带6/11号线+电梯高区+不靠路+朝南性 价比两房,金禾新苑 ,2室1厅,71.06平米,南,11,2006,三林,595,83
有产权车位 满五为1轻奢装修 拎包即住小区中间 地铁口,明天华城 ,2室2厅,89.88平米,南,17,2011,周浦,535,59
户型方正+采光佳+业主诚意出售,锦绣小区 ,3室1厅,81.78平米,南 北,6,1996,联洋,698,85
新上好房 中间位置一手动迁 通透性好 业主诚意诚意,玉兰香苑二期A块 ,2室2厅,89.06平米,南,6,2006,张江,510,57
由中苑 2室2厅 南,由中苑 ,2室2厅,87.88平米,南,6,2000,北蔡,620,70
近地铁 小区中间 全明板式两房 精装修,岭南苑(凌兆路99弄) ,2室1厅,87.62平米,南,6,2002,三林,569,64
精装修 电梯高区 南北两房 双轨地铁 满五年税少,阳光城市家园 ,2室2厅,83.14平米,南,14,2009,金桥,585,70
⭐⭐新上精装好房⭐⭐ 满五年 税费少 楼层好 花园位置,金东名苑 ,2室1厅,84.77平米,南 北,14,2007,金桥,688,81
双南 2+1户型 高楼层无遮挡 诚意出售,印象春城 ,2室2厅,87.9平米,南,18,2009,周浦,535,60
人车分流社区 电梯中区不靠路 可看泳池视野采光棒！,中骏柏景湾 ,3室2厅,89.69平米,南,16,2017,康桥,700,78
中环内+6号线地铁口+电梯中区+小区中间位置+南北通,博学家园 ,2室1厅,78.51平米,南 北,13,2010,杨思前滩,546,69
前滩杨思+电梯次新房+全南结构+精装修,三杨新村一街坊 ,2室2厅,78.89平米,南,18,2013,杨思前滩,738,93
7成一手动迁税费少，中区采光好，无占用总价低,地杰国际城D街坊 ,2室1厅,84.8平米,南,27,2009,御桥,610,71
急卖急卖急卖！张江科学城+原始三方+精装修+中间位置,香楠小区 ,3室2厅,84.25平米,南,6,1995,张江,500,59
無税好房，中间三楼，花园位置，模范可用，6/9双地铁,金桥新村四街坊 ,3室1厅,84.99平米,南 北,6,1997,金桥,630,74
南北通透户型好，买进价高，满五年税费少，诚意出售。,毕加索小镇(二期)(公寓) ,2室2厅,88.95平米,南 北,11,2011,唐镇,668,75
张江东2号线+商品房+低密度小区+满五w1+中间楼层,保利金色唐城 ,2室2厅,76.81平米,南,5,2008,唐镇,508,66
致远大三房，采光无遮挡，诚意出售，价格可以谈。,金杨新村四街坊 ,3室1厅,88.52平米,南,7,1994,金杨,680,76
三轨交 动迁税费少 中楼层 小区中间位置,金杨新村四街坊 ,2室1厅,75.63平米,南,7,1994,金杨,580,76
南北通边套+位置好+满五税费少+101平+诚意出售,绿地香颂(浦东)(公寓) ,3室2厅,88.69平米,南 北,18,2011,三林,628,70
优质楼层，好位置，满五年，房东诚意出售，装修保养好,毕加索小镇(二期)(公寓) ,2室2厅,89.43平米,南 北,13,2011,唐镇,680,76
部队品质小区，非顶楼，税费少，诚意急售，价格可谈,罗山八村 ,2室1厅,81.85平米,南,6,1996,金杨,580,70
杉林新月环林东路875弄 2室2厅 南,杉林新月环林东路875弄 ,2室2厅,83.52平米,南,18,2006,三林,625,74
临地铁，电梯两房，近商场，环境好，满五年，急售,陆家嘴滨江公馆 ,2室1厅,72.47平米,南,29,1994,洋泾,539,74
南北两房 低楼层 近公园地铁 配套设施齐全 生活便利,金桥湾清水苑 ,2室1厅,70.22平米,南 北,6,1998,金桥,550,78
满五年，税费少，诚意出手，小区中间位置，楼层采光好,御桥花园 ,2室1厅,75.68平米,南,6,1996,御桥,509,67
天后宫大楼 2室1厅 南,天后宫大楼 ,2室1厅,72.39平米,南,24,1989,陆家嘴,640,88
02年纯商品房+底楼三房带花园+中间位置+边套采光好,恒大华城东林苑 ,3室1厅,79.36平米,南,6,2002,杨思前滩,608,76
2000年后小区，有院子，全明户型，税费少,芳佳苑 ,2室1厅,76.69平米,南,7,2000,北蔡,515,67
中间楼层，户型好，诚心出售，价格可谈,金桥一景 ,2室2厅,87.68平米,南,6,2002,金桥,670,76
新装修双南两居室，舒适楼层，安静位置、小区经典户型,张杨南苑 ,2室1厅,72.21平米,南 北,6,1998,洋泾,718,99
近地铁300米，楼下正常三房楼上还有房间卫生间大露台,河滨城市花园 ,4室2厅,88.31平米,南,6,2006,曹路,600,67
别墅区视野好 蒙娜丽莎的地砖 花梨木的门 急售急售,绿地崴廉公寓 ,2室1厅,89.14平米,南,16,2009,高行,617,69
罗山三村 3室1厅 南,罗山三村 ,3室1厅,89.02平米,南,6,1996,金杨,625,70
18号地铁口商品房，户型方正得房率高，近龙阳路CBD,环龙公寓 ,2室2厅,89.14平米,南,6,2002,北蔡,655,73
近地铁，满五年，小区花园位置，双南全明，一梯两户！,上泰花苑 ,2室2厅,70.34平米,南,6,1998,金杨,520,73
小房间不算面积，出门就是地铁站，中间楼层，适合刚需,大华锦绣华城(十五街区) ,2室2厅,73.71平米,南,18,2013,北蔡,800,108
健平+内中环北滨江6+14双轨 一梯两户双南全明 厅北窗,金樟花苑 ,2室1厅,78.11平米,南,6,1994,金杨,615,78
三林前滩南+前排高区，视野无遮挡+刚需全南三房,中海御景熙岸(公寓) ,3室2厅,88.41平米,南,18,2011,三林,560,63
杨思前滩+小区央座+一梯两户+南北通透+安静之选,东方悦居 ,2室1厅,71.82平米,南 北,6,2008,杨思前滩,569,79
前滩三林金色中环边，近地铁11号线浦三路站1楼大花园,康花新村 ,2室2厅,88.39平米,南,6,1997,三林,505,57
精装修 电梯高区 南北两房 双轨地铁 满五年税少,阳光城市家园 ,2室2厅,83.14平米,南,14,2009,金桥,585,70
12年次新房通风性好无增值税停车方便,大华锦绣华城(二街区) ,2室2厅,75.89平米,南,18,2012,北蔡,628,82
金色中环，科创园区旁，税费少，产权清晰，交通便利,颐盛云锦苑 ,2室1厅,70.7平米,南,18,2017,御桥,520,73
2002年商品房，户型方正，楼层好，采光好，看房有钥匙,黄山新苑 ,2室2厅,85.81平米,南,6,2002,金桥,798,92
满五年V 壹 装修很好 可拎包入住 附带小院 现已改两房,贝越水岸名邸 ,2室1厅,84.96平米,南,8,2007,川沙,500,58
户型正气，满五且一，价格可谈！,金舟苑 ,2室2厅,86.15平米,南,6,2002,金桥,560,65
南北通边套+位置好+满五税费少+101平+诚意出售,绿地香颂(浦东)(公寓) ,3室2厅,88.69平米,南 北,18,2011,三林,628,70
满五年户型正，小区安静位置，采光良好，业主诚意出售,黄山始信苑 ,2室1厅,74.47平米,南 北,6,1999,金杨,695,93
新上小区好位置、满五 唯 一、南北全明,三林新村(永泰路468弄) ,2室1厅,83.82平米,南,18,2009,三林,580,69
⭐⭐⭐售后公房，税少，电梯双南两房，地铁口,蓝高小区 ,2室1厅,73.73平米,南,18,1994,塘桥,612,83
钥匙房随时可看，七号十三号线长清路200米，一梯两户,新世纪花苑(一期)(浦东) ,2室1厅,77.17平米,南 北,7,1991,世博,540,69
原始动迁三房，自住装修，诚意出售，近8号线芦恒路站,同康苑 ,3室1厅,86.47平米,南,32,2013,三林,540,62
前滩板块辐射区+02年商品房2房+中间楼层+近地铁,恒大华城天地苑 ,2室1厅,88.5平米,南,6,2002,杨思前滩,720,81
地铁口 精装修 中层，户型好 税少,建业新村 ,2室1厅,74.44平米,南 北,6,1997,南码头,508,68
前滩南，南北通风边套，中 心位置，视野开阔全明户型,绿地香颂(浦东)(公寓) ,3室2厅,88.75平米,南 北,18,2011,三林,635,71
一梯两户 双南全明格局 南北通透 采光好,梅花新村(花木) ,2室1厅,72.77平米,南 北,6,1995,花木,540,74
装修新净+业主自住看房方便+诚意出售,明天华城 ,2室1厅,89.98平米,南,17,2014,周浦,578,64
房子位置好，满五年，税费少，中高区,毕加索小镇(二期)(公寓) ,2室2厅,89.53平米,南 北,13,2011,唐镇,698,77
杨思前滩+得房率高+中间位置+地铁双轨6/8,东方悦居 ,2室1厅,73.69平米,南,9,2008,杨思前滩,545,73
视野景观好，满五年wei一，位置安静，电梯大两房,梅园四街坊 ,2室1厅,79.74平米,东南,24,1993,梅园,800,100
前排位置采光无遮挡 诚意卖有车位 看房有钥匙,浦发罗兰翡丽 ,2室2厅,76.69平米,南,14,2017,唐镇,636,82
杨思前滩+金色中环杨思区域+税少+中楼层+诚意出售,东方滨港园 ,2室2厅,89.94平米,南 北,6,2005,杨思前滩,760,84
一梯两户，中间楼层，户型正气，采光通风好诚意出售！,金桥新村四街坊 ,3室1厅,75.19平米,南,6,1997,金桥,566,75
景观电梯房 满五 帮您的钱袋子留下更多的钱去潇洒,陆家嘴滨江公馆 ,2室1厅,76.4平米,南,29,1994,洋泾,549,71
满5税费少+低楼层+精装修+小区花园位置+业主诚意售出,玉兰香苑一期B块 ,2室2厅,82.42平米,南,5,2004,张江,595,72
地铁18号线距离200米，小区中间位置，全明南北通通透,白杨小区 ,2室1厅,78.54平米,南,6,1995,北蔡,515,65
双规交通，双南户型，自住精装修，品质推荐，居住舒适,双桥小区 ,2室1厅,73.02平米,南,6,1998,金桥,550,75
梅园电梯双南大两房，自住陪读可看陆家嘴三件套,光辉小区 ,2室1厅,82.56平米,南,16,1990,梅园,750,90
小区花园位置，有车位，满五+1，全新装修,中骏柏景湾 ,3室2厅,89.69平米,南,16,2017,康桥,680,75
金色杉林 南北两房 价格低 近三林东地铁站 便宜卖啦,杉林新月环林东路875弄 ,2室2厅,84.83平米,南 北,18,2006,三林,550,64
商品房小区电梯2房中间楼层近地铁环境好,东方城市绿洲 ,2室2厅,88.14平米,南 北,13,2010,川沙,540,61
动迁满五年 三轨房 看房方便 电梯房，诚意出售,金杨公寓 ,2室2厅,85.35平米,西南,24,1996,金杨,599,70
新房源，税费少，价格好，视野开阔，业主诚意售,中海御景熙岸(公寓) ,2室2厅,87.16平米,南,20,2011,三林,538,61
东方悦居 2室1厅 南 北,东方悦居 ,2室1厅,71.22平米,南 北,11,2008,杨思前滩,590,82
一手动迁房龄新万科物业18号康桥地铁站200米业主急卖,中邦城市园 ,2室1厅,82.64平米,南,22,2014,康桥,535,64
前滩三林南+三房两厅两卫+25平+低总价无遮挡+无竞品,保利林语溪(公寓) ,3室2厅,89.09平米,南,18,2011,三林,630,70
